image,class,confidence,severity,area_%
Hefei11852.jpg,abscission,0.6529,MEDIUM,5.31
Hefei11852.jpg,abscission,0.6246,LOW,3.41
Hefei11852.jpg,abscission,0.6162,LOW,1.75
Hefei11852.jpg,abscission,0.5854,LOW,1.13
Hefei11852.jpg,abscission,0.5828,LOW,3.77
Hefei11852.jpg,abscission,0.5803,MEDIUM,6.85
Hefei11852.jpg,abscission,0.5148,LOW,0.44
Hefei11852.jpg,abscission,0.4821,LOW,0.41
Hefei11852.jpg,abscission,0.4219,HIGH,0.44
Hefei11852.jpg,abscission,0.3757,HIGH,0.18
Hefei11852.jpg,abscission,0.1623,HIGH,2.62
Hefei1186.jpg,corrosion,0.7868,LOW,4.0
Hefei1186.jpg,corrosion,0.7639,LOW,3.17
Hefei1186.jpg,corrosion,0.6369,LOW,1.95
Hefei11864.jpg,abscission,0.8135,LOW,2.65
Hefei11864.jpg,abscission,0.8077,LOW,4.59
Hefei11864.jpg,abscission,0.5801,LOW,1.22
Hefei11864.jpg,abscission,0.5353,LOW,0.51
Hefei11864.jpg,abscission,0.5005,LOW,3.26
Hefei11864.jpg,abscission,0.4786,LOW,2.58
Hefei11864.jpg,abscission,0.4526,LOW,0.43
Hefei11864.jpg,abscission,0.4365,HIGH,7.14
Hefei11864.jpg,abscission,0.4313,HIGH,0.21
Hefei11864.jpg,abscission,0.4108,HIGH,0.49
Hefei11864.jpg,abscission,0.3828,HIGH,2.06
Hefei11864.jpg,abscission,0.3036,HIGH,0.97
Hefei11864.jpg,abscission,0.2614,HIGH,4.34
Hefei11864.jpg,abscission,0.2491,HIGH,4.58
Hefei11864.jpg,abscission,0.1813,HIGH,0.14
Hefei11875.jpg,abscission,0.8269,HIGH,44.07
Hefei11878.jpg,abscission,0.8703,HIGH,37.95
Hefei11880.jpg,abscission,0.8781,HIGH,38.75
Hefei11891.jpg,abscission,0.9052,HIGH,23.01
Hefei11927.jpg,abscission,0.7643,LOW,2.28
Hefei11927.jpg,abscission,0.5715,LOW,1.54
Hefei11927.jpg,abscission,0.511,MEDIUM,11.2
Hefei11927.jpg,abscission,0.3799,HIGH,0.23
Hefei11927.jpg,abscission,0.3737,HIGH,6.7
Hefei11927.jpg,abscission,0.2501,HIGH,0.11
Hefei11927.jpg,abscission,0.2441,HIGH,0.2
Hefei11927.jpg,abscission,0.2401,HIGH,0.23
Hefei11927.jpg,abscission,0.1673,HIGH,5.3
Hefei11928.jpg,abscission,0.7068,LOW,1.47
Hefei11928.jpg,abscission,0.5781,LOW,1.67
Hefei11928.jpg,abscission,0.5269,MEDIUM,11.2
Hefei11928.jpg,abscission,0.4008,HIGH,0.24
Hefei11928.jpg,abscission,0.3638,HIGH,7.01
Hefei11928.jpg,abscission,0.3526,HIGH,0.2
Hefei11928.jpg,abscission,0.317,HIGH,0.18
Hefei11928.jpg,abscission,0.2271,HIGH,0.1
Hefei11928.jpg,abscission,0.182,HIGH,0.16
Hefei11928.jpg,abscission,0.1556,HIGH,3.32
Hefei1193.jpg,corrosion,0.7904,LOW,3.98
Hefei1193.jpg,corrosion,0.7535,LOW,3.12
Hefei1193.jpg,corrosion,0.5707,LOW,1.09
Hefei11949.jpg,abscission,0.413,HIGH,0.16
Hefei11949.jpg,abscission,0.3897,HIGH,6.82
Hefei11949.jpg,abscission,0.3873,HIGH,10.9
Hefei11949.jpg,abscission,0.3453,HIGH,0.45
Hefei11949.jpg,abscission,0.3116,HIGH,0.29
Hefei11949.jpg,abscission,0.2399,HIGH,3.36
Hefei11949.jpg,abscission,0.1965,HIGH,0.6
Hefei11949.jpg,abscission,0.191,HIGH,0.06
Hefei11949.jpg,abscission,0.1598,HIGH,0.08
Hefei11951.jpg,abscission,0.4115,HIGH,8.78
Hefei11951.jpg,abscission,0.4084,HIGH,0.43
Hefei11951.jpg,abscission,0.3008,HIGH,0.46
Hefei11951.jpg,abscission,0.2718,HIGH,0.68
Hefei11951.jpg,abscission,0.26,HIGH,0.3
Hefei11951.jpg,abscission,0.2573,HIGH,0.26
Hefei11951.jpg,abscission,0.2505,HIGH,7.84
Hefei11951.jpg,abscission,0.2275,HIGH,0.67
Hefei11951.jpg,abscission,0.2223,HIGH,1.37
Hefei11951.jpg,abscission,0.1899,HIGH,0.89
Hefei11951.jpg,abscission,0.1819,HIGH,0.2
Hefei11951.jpg,abscission,0.1508,HIGH,0.24
Hefei11951.jpg,abscission,0.1503,HIGH,0.65
Hefei11964.jpg,abscission,0.5728,LOW,0.61
Hefei11964.jpg,abscission,0.5199,LOW,0.66
Hefei11964.jpg,abscission,0.4984,LOW,0.45
Hefei11964.jpg,abscission,0.4469,HIGH,1.51
Hefei11964.jpg,abscission,0.4433,HIGH,1.81
Hefei11964.jpg,abscission,0.4224,HIGH,0.8
Hefei11964.jpg,abscission,0.3605,HIGH,0.45
Hefei11964.jpg,abscission,0.3232,HIGH,1.4
Hefei11964.jpg,abscission,0.2783,HIGH,0.76
Hefei11964.jpg,abscission,0.2417,HIGH,25.65
Hefei11964.jpg,abscission,0.2304,HIGH,1.05
Hefei11964.jpg,abscission,0.2046,HIGH,0.31
Hefei11964.jpg,abscission,0.1852,HIGH,0.44
Hefei11964.jpg,abscission,0.1759,HIGH,1.88
Hefei11964.jpg,abscission,0.1732,HIGH,2.04
Hefei11964.jpg,abscission,0.1728,HIGH,0.27
Hefei11964.jpg,abscission,0.1724,HIGH,0.84
Hefei11964.jpg,abscission,0.1665,HIGH,0.7
Hefei11964.jpg,abscission,0.1533,HIGH,0.64
Hefei11979.jpg,abscission,0.8125,MEDIUM,14.54
Hefei11979.jpg,abscission,0.7381,MEDIUM,11.47
Hefei11979.jpg,abscission,0.6942,MEDIUM,5.17
Hefei11979.jpg,abscission,0.668,MEDIUM,6.14
Hefei11979.jpg,abscission,0.6451,MEDIUM,8.71
Hefei11979.jpg,abscission,0.6173,LOW,4.38
Hefei11979.jpg,abscission,0.555,LOW,2.05
Hefei11979.jpg,abscission,0.295,HIGH,2.3
Hefei12.jpg,corrosion,0.7312,LOW,0.84
Hefei1201.jpg,corrosion,0.7869,LOW,3.95
Hefei1201.jpg,corrosion,0.7624,LOW,3.14
Hefei12037.jpg,abscission,0.8464,HIGH,34.89
Hefei12037.jpg,crack,0.6116,LOW,2.54
Hefei12037.jpg,abscission,0.5263,LOW,3.41
Hefei12037.jpg,abscission,0.4596,LOW,2.33
Hefei12037.jpg,abscission,0.3797,HIGH,5.87
Hefei12037.jpg,abscission,0.347,HIGH,14.23
Hefei12037.jpg,abscission,0.2729,HIGH,6.69
Hefei12037.jpg,abscission,0.2719,HIGH,7.64
Hefei12038.jpg,abscission,0.8603,HIGH,31.88
Hefei12038.jpg,abscission,0.6631,MEDIUM,10.63
Hefei12038.jpg,abscission,0.6195,MEDIUM,7.5
Hefei12038.jpg,crack,0.5694,LOW,2.66
Hefei12038.jpg,abscission,0.5389,LOW,2.25
Hefei12038.jpg,abscission,0.302,HIGH,4.41
Hefei12038.jpg,abscission,0.2305,HIGH,1.25
Hefei12055.jpg,abscission,0.6395,MEDIUM,8.49
Hefei12055.jpg,abscission,0.5665,MEDIUM,9.13
Hefei12055.jpg,crack,0.4105,HIGH,2.56
Hefei12055.jpg,abscission,0.3137,HIGH,8.91
Hefei12055.jpg,abscission,0.2935,HIGH,19.43
Hefei12055.jpg,crack,0.2729,HIGH,1.97
Hefei12055.jpg,abscission,0.2704,HIGH,22.19
Hefei12055.jpg,abscission,0.1686,HIGH,3.14
Hefei12056.jpg,abscission,0.8511,LOW,0.24
Hefei12056.jpg,crack,0.7295,LOW,0.23
Hefei12056.jpg,abscission,0.7055,LOW,0.06
Hefei12056.jpg,crack,0.503,LOW,0.7
Hefei12056.jpg,crack,0.4722,LOW,0.71
Hefei12056.jpg,crack,0.4359,HIGH,0.13
Hefei12056.jpg,crack,0.3892,HIGH,0.2
Hefei12056.jpg,abscission,0.3409,HIGH,0.67
Hefei12056.jpg,abscission,0.252,HIGH,0.5
Hefei12056.jpg,abscission,0.2092,HIGH,0.78
Hefei12064.jpg,abscission,0.8496,LOW,0.24
Hefei12064.jpg,crack,0.7464,LOW,0.23
Hefei12064.jpg,abscission,0.6975,LOW,0.06
Hefei12064.jpg,abscission,0.6388,LOW,1.8
Hefei12064.jpg,crack,0.6244,LOW,0.03
Hefei12064.jpg,abscission,0.4651,LOW,0.65
Hefei12064.jpg,crack,0.3558,HIGH,0.67
Hefei12064.jpg,crack,0.2663,HIGH,0.03
Hefei12095.jpg,abscission,0.8502,LOW,0.26
Hefei12095.jpg,crack,0.767,LOW,0.23
Hefei12095.jpg,abscission,0.6889,LOW,0.07
Hefei12095.jpg,crack,0.6211,LOW,0.07
Hefei12095.jpg,crack,0.613,LOW,0.03
Hefei12103.jpg,abscission,0.8096,LOW,0.32
Hefei12103.jpg,abscission,0.7464,LOW,0.65
Hefei12103.jpg,abscission,0.7426,LOW,1.14
Hefei12103.jpg,abscission,0.7424,LOW,1.2
Hefei12103.jpg,abscission,0.563,LOW,0.34
Hefei12103.jpg,abscission,0.497,LOW,0.18
Hefei12122.jpg,abscission,0.7831,LOW,0.33
Hefei12122.jpg,abscission,0.7644,LOW,1.16
Hefei12122.jpg,abscission,0.7286,LOW,0.75
Hefei12122.jpg,abscission,0.7107,LOW,1.32
Hefei12122.jpg,abscission,0.6473,LOW,0.33
Hefei12122.jpg,abscission,0.4665,LOW,0.29
Hefei12122.jpg,abscission,0.4473,HIGH,0.34
Hefei1213.jpg,corrosion,0.7847,LOW,3.88
Hefei1213.jpg,corrosion,0.7701,LOW,1.45
Hefei12170.jpg,abscission,0.825,LOW,0.03
Hefei12170.jpg,abscission,0.7145,LOW,0.03
Hefei12170.jpg,abscission,0.6684,LOW,0.04
Hefei12170.jpg,abscission,0.6666,LOW,0.01
Hefei12170.jpg,abscission,0.6566,LOW,0.02
Hefei12170.jpg,crack,0.6519,LOW,0.2
Hefei12170.jpg,crack,0.5799,LOW,0.19
Hefei12170.jpg,abscission,0.573,LOW,0.01
Hefei12170.jpg,abscission,0.5029,LOW,0.02
Hefei12170.jpg,abscission,0.4477,HIGH,0.02
Hefei12170.jpg,abscission,0.4363,HIGH,0.02
Hefei12170.jpg,abscission,0.3802,HIGH,0.01
Hefei12170.jpg,abscission,0.3788,HIGH,0.01
Hefei12170.jpg,abscission,0.3491,HIGH,0.01
Hefei12170.jpg,abscission,0.3194,HIGH,0.01
Hefei12170.jpg,abscission,0.2748,HIGH,0.02
Hefei12170.jpg,abscission,0.2588,HIGH,0.01
Hefei12170.jpg,abscission,0.2158,HIGH,0.01
Hefei12173.jpg,abscission,0.82,LOW,0.03
Hefei12173.jpg,abscission,0.7893,LOW,0.02
Hefei12173.jpg,abscission,0.7766,LOW,0.04
Hefei12173.jpg,abscission,0.6893,LOW,0.01
Hefei12173.jpg,crack,0.6829,LOW,0.18
Hefei12173.jpg,abscission,0.6717,LOW,0.01
Hefei12173.jpg,abscission,0.6496,LOW,0.03
Hefei12173.jpg,abscission,0.6438,LOW,0.02
Hefei12173.jpg,abscission,0.6114,LOW,0.01
Hefei12173.jpg,crack,0.5941,LOW,0.15
Hefei12173.jpg,abscission,0.5126,LOW,0.01
Hefei12173.jpg,abscission,0.5096,LOW,0.01
Hefei12173.jpg,abscission,0.4901,LOW,0.01
Hefei12173.jpg,abscission,0.4718,LOW,0.01
Hefei12173.jpg,crack,0.3829,HIGH,0.14
Hefei12173.jpg,abscission,0.1518,HIGH,0.02
Hefei12181.jpg,abscission,0.8046,LOW,0.03
Hefei12181.jpg,abscission,0.7759,LOW,0.05
Hefei12181.jpg,abscission,0.7314,LOW,0.02
Hefei12181.jpg,abscission,0.7178,LOW,0.02
Hefei12181.jpg,crack,0.6623,LOW,0.18
Hefei12181.jpg,abscission,0.6087,LOW,0.03
Hefei12181.jpg,abscission,0.5965,LOW,0.02
Hefei12181.jpg,abscission,0.584,LOW,0.01
Hefei12181.jpg,abscission,0.5669,LOW,0.02
Hefei12181.jpg,abscission,0.5495,LOW,0.02
Hefei12181.jpg,abscission,0.5481,LOW,0.01
Hefei12181.jpg,abscission,0.4632,LOW,0.02
Hefei12181.jpg,abscission,0.4219,HIGH,0.01
Hefei12181.jpg,abscission,0.3798,HIGH,0.02
Hefei12181.jpg,abscission,0.2619,HIGH,0.01
Hefei12189.jpg,abscission,0.7422,LOW,0.04
Hefei12189.jpg,abscission,0.7184,LOW,0.03
Hefei12189.jpg,abscission,0.7144,LOW,0.01
Hefei12189.jpg,abscission,0.7035,LOW,0.03
Hefei12189.jpg,abscission,0.617,LOW,0.01
Hefei12189.jpg,abscission,0.595,LOW,0.01
Hefei12189.jpg,abscission,0.5843,LOW,0.01
Hefei12189.jpg,crack,0.5785,LOW,0.15
Hefei12189.jpg,abscission,0.5365,LOW,0.04
Hefei12189.jpg,abscission,0.4679,LOW,0.02
Hefei12189.jpg,abscission,0.4115,HIGH,0.02
Hefei12189.jpg,abscission,0.3777,HIGH,0.01
Hefei12189.jpg,abscission,0.2129,HIGH,0.02
Hefei12195.jpg,abscission,0.794,LOW,0.05
Hefei12195.jpg,abscission,0.714,LOW,0.04
Hefei12195.jpg,abscission,0.7084,LOW,0.01
Hefei12195.jpg,abscission,0.7025,LOW,0.01
Hefei12195.jpg,abscission,0.6786,LOW,0.02
Hefei12195.jpg,abscission,0.6313,LOW,0.01
Hefei12195.jpg,abscission,0.6222,LOW,0.02
Hefei12195.jpg,abscission,0.6161,LOW,0.01
Hefei12195.jpg,crack,0.613,LOW,0.17
Hefei12195.jpg,abscission,0.5379,LOW,0.02
Hefei12195.jpg,abscission,0.4966,LOW,0.03
Hefei12195.jpg,abscission,0.4869,LOW,0.01
Hefei12196.jpg,abscission,0.7766,LOW,0.04
Hefei12196.jpg,abscission,0.7182,LOW,0.01
Hefei12196.jpg,abscission,0.6995,LOW,0.01
Hefei12196.jpg,abscission,0.6979,LOW,0.03
Hefei12196.jpg,abscission,0.6684,LOW,0.02
Hefei12196.jpg,abscission,0.6227,LOW,0.01
Hefei12196.jpg,crack,0.6126,LOW,0.16
Hefei12196.jpg,abscission,0.5878,LOW,0.02
Hefei12196.jpg,abscission,0.5859,LOW,0.01
Hefei12196.jpg,abscission,0.5746,LOW,0.02
Hefei12196.jpg,abscission,0.4994,LOW,0.03
Hefei12196.jpg,abscission,0.4724,LOW,0.01
Hefei12198.jpg,abscission,0.7857,LOW,0.04
Hefei12198.jpg,abscission,0.7184,LOW,0.02
Hefei12198.jpg,abscission,0.7144,LOW,0.01
Hefei12198.jpg,abscission,0.6706,LOW,0.02
Hefei12198.jpg,abscission,0.6491,LOW,0.01
Hefei12198.jpg,abscission,0.6233,LOW,0.01
Hefei12198.jpg,abscission,0.6025,LOW,0.02
Hefei12198.jpg,abscission,0.6008,LOW,0.03
Hefei12198.jpg,crack,0.5993,LOW,0.16
Hefei12198.jpg,abscission,0.5865,LOW,0.03
Hefei12198.jpg,abscission,0.4383,HIGH,0.01
Hefei12198.jpg,abscission,0.3846,HIGH,0.01
Hefei12198.jpg,abscission,0.298,HIGH,0.02
Hefei12221.jpg,abscission,0.6809,LOW,1.41
Hefei12221.jpg,abscission,0.6721,LOW,1.43
Hefei12221.jpg,abscission,0.5528,LOW,0.29
Hefei12221.jpg,abscission,0.54,LOW,1.03
Hefei12221.jpg,abscission,0.5348,MEDIUM,5.56
Hefei12221.jpg,abscission,0.5259,LOW,0.45
Hefei12221.jpg,abscission,0.4514,LOW,0.12
Hefei12221.jpg,abscission,0.4421,HIGH,0.3
Hefei12221.jpg,abscission,0.3918,HIGH,0.12
Hefei12221.jpg,abscission,0.3717,HIGH,0.47
Hefei12221.jpg,abscission,0.3422,HIGH,1.76
Hefei12221.jpg,abscission,0.3384,HIGH,0.11
Hefei12221.jpg,abscission,0.3185,HIGH,1.13
Hefei12221.jpg,abscission,0.2929,HIGH,1.12
Hefei12221.jpg,abscission,0.2669,HIGH,0.14
Hefei12221.jpg,abscission,0.2564,HIGH,0.28
Hefei12221.jpg,abscission,0.2512,HIGH,0.52
Hefei12221.jpg,abscission,0.2251,HIGH,2.5
Hefei12221.jpg,abscission,0.2225,HIGH,2.58
Hefei12221.jpg,abscission,0.206,HIGH,0.26
Hefei12221.jpg,abscission,0.1965,HIGH,0.46
Hefei12221.jpg,abscission,0.1719,HIGH,0.77
Hefei12221.jpg,abscission,0.1667,HIGH,0.5
Hefei12221.jpg,abscission,0.1519,HIGH,0.19
Hefei12234.jpg,abscission,0.7013,LOW,1.51
Hefei12234.jpg,abscission,0.5624,LOW,0.34
Hefei12234.jpg,abscission,0.5242,LOW,0.55
Hefei12234.jpg,abscission,0.5127,LOW,0.66
Hefei12234.jpg,abscission,0.5074,LOW,0.36
Hefei12234.jpg,abscission,0.4387,HIGH,0.52
Hefei12234.jpg,abscission,0.4383,HIGH,0.5
Hefei12234.jpg,abscission,0.4365,HIGH,0.29
Hefei12234.jpg,abscission,0.43,HIGH,0.64
Hefei12234.jpg,abscission,0.4009,HIGH,0.13
Hefei12234.jpg,abscission,0.3907,HIGH,1.76
Hefei12234.jpg,abscission,0.3702,HIGH,1.2
Hefei12234.jpg,abscission,0.3595,HIGH,0.17
Hefei12234.jpg,abscission,0.3514,HIGH,0.08
Hefei12234.jpg,abscission,0.3382,HIGH,0.29
Hefei12234.jpg,abscission,0.3354,HIGH,0.59
Hefei12234.jpg,abscission,0.3152,HIGH,0.16
Hefei12234.jpg,abscission,0.276,HIGH,0.12
Hefei12234.jpg,abscission,0.2665,HIGH,0.87
Hefei12234.jpg,abscission,0.2594,HIGH,0.82
Hefei12234.jpg,abscission,0.2523,HIGH,0.09
Hefei12234.jpg,abscission,0.2458,HIGH,0.23
Hefei12234.jpg,abscission,0.2424,HIGH,0.5
Hefei12234.jpg,abscission,0.242,HIGH,2.06
Hefei12234.jpg,abscission,0.2356,HIGH,0.54
Hefei12234.jpg,abscission,0.2335,HIGH,0.78
Hefei12234.jpg,abscission,0.2228,HIGH,0.08
Hefei12234.jpg,abscission,0.22,HIGH,1.78
Hefei12234.jpg,abscission,0.2056,HIGH,1.72
Hefei12234.jpg,abscission,0.2031,HIGH,0.39
Hefei12234.jpg,abscission,0.2029,HIGH,0.61
Hefei12234.jpg,abscission,0.2025,HIGH,0.21
Hefei12234.jpg,abscission,0.1947,HIGH,1.3
Hefei12234.jpg,abscission,0.1944,HIGH,0.2
Hefei12234.jpg,abscission,0.1806,HIGH,0.41
Hefei12234.jpg,abscission,0.1801,HIGH,1.3
Hefei12234.jpg,abscission,0.1739,HIGH,0.06
Hefei12234.jpg,abscission,0.1693,HIGH,0.53
Hefei12234.jpg,abscission,0.1629,HIGH,0.62
Hefei12234.jpg,abscission,0.1591,HIGH,0.91
Hefei12234.jpg,abscission,0.1558,HIGH,2.64
Hefei12240.jpg,abscission,0.7031,LOW,1.03
Hefei12240.jpg,abscission,0.6119,LOW,0.71
Hefei12240.jpg,abscission,0.5847,LOW,0.39
Hefei12240.jpg,abscission,0.5602,LOW,0.35
Hefei12240.jpg,abscission,0.5195,LOW,0.86
Hefei12240.jpg,abscission,0.5118,LOW,0.55
Hefei12240.jpg,abscission,0.4951,LOW,1.94
Hefei12240.jpg,abscission,0.4688,LOW,0.68
Hefei12240.jpg,abscission,0.3905,HIGH,0.14
Hefei12240.jpg,abscission,0.3779,HIGH,0.67
Hefei12240.jpg,abscission,0.3327,HIGH,0.19
Hefei12240.jpg,abscission,0.3312,HIGH,0.6
Hefei12240.jpg,abscission,0.3264,HIGH,0.31
Hefei12240.jpg,abscission,0.3205,HIGH,1.13
Hefei12240.jpg,abscission,0.3002,HIGH,0.32
Hefei12240.jpg,abscission,0.2844,HIGH,1.3
Hefei12240.jpg,abscission,0.273,HIGH,0.17
Hefei12240.jpg,abscission,0.2599,HIGH,0.09
Hefei12240.jpg,abscission,0.2555,HIGH,1.8
Hefei12240.jpg,abscission,0.2419,HIGH,1.02
Hefei12240.jpg,abscission,0.2372,HIGH,0.14
Hefei12240.jpg,abscission,0.2371,HIGH,0.53
Hefei12240.jpg,abscission,0.201,HIGH,0.17
Hefei12240.jpg,abscission,0.2003,HIGH,2.03
Hefei12240.jpg,abscission,0.1995,HIGH,0.41
Hefei12240.jpg,abscission,0.1894,HIGH,0.2
Hefei12240.jpg,abscission,0.1817,HIGH,1.86
Hefei12240.jpg,abscission,0.1741,HIGH,0.66
Hefei12240.jpg,abscission,0.1661,HIGH,0.24
Hefei12240.jpg,abscission,0.1652,HIGH,0.09
Hefei12240.jpg,abscission,0.165,HIGH,0.56
Hefei12240.jpg,abscission,0.1602,HIGH,2.86
Hefei12240.jpg,abscission,0.159,HIGH,0.91
Hefei12240.jpg,abscission,0.1561,HIGH,0.54
Hefei12240.jpg,abscission,0.1553,HIGH,0.15
Hefei12240.jpg,abscission,0.1509,HIGH,0.32
Hefei12244.jpg,abscission,0.6828,LOW,0.94
Hefei12244.jpg,abscission,0.6186,LOW,0.75
Hefei12244.jpg,abscission,0.5819,LOW,0.41
Hefei12244.jpg,abscission,0.5302,LOW,0.6
Hefei12244.jpg,abscission,0.5205,LOW,0.35
Hefei12244.jpg,abscission,0.4507,LOW,0.29
Hefei12244.jpg,abscission,0.4447,HIGH,0.67
Hefei12244.jpg,abscission,0.413,HIGH,1.99
Hefei12244.jpg,abscission,0.3675,HIGH,0.52
Hefei12244.jpg,abscission,0.3564,HIGH,0.19
Hefei12244.jpg,abscission,0.3521,HIGH,0.81
Hefei12244.jpg,abscission,0.3514,HIGH,0.14
Hefei12244.jpg,abscission,0.3446,HIGH,0.12
Hefei12244.jpg,abscission,0.3269,HIGH,0.18
Hefei12244.jpg,abscission,0.3164,HIGH,0.5
Hefei12244.jpg,abscission,0.3117,HIGH,0.59
Hefei12244.jpg,abscission,0.3076,HIGH,2.05
Hefei12244.jpg,abscission,0.2963,HIGH,0.25
Hefei12244.jpg,abscission,0.2935,HIGH,0.08
Hefei12244.jpg,abscission,0.2889,HIGH,0.16
Hefei12244.jpg,abscission,0.2868,HIGH,1.28
Hefei12244.jpg,abscission,0.2814,HIGH,1.34
Hefei12244.jpg,abscission,0.2715,HIGH,0.48
Hefei12244.jpg,abscission,0.2688,HIGH,0.92
Hefei12244.jpg,abscission,0.2596,HIGH,0.55
Hefei12244.jpg,abscission,0.2477,HIGH,0.13
Hefei12244.jpg,abscission,0.2107,HIGH,1.21
Hefei12244.jpg,abscission,0.2047,HIGH,0.21
Hefei12244.jpg,abscission,0.1939,HIGH,1.76
Hefei12244.jpg,abscission,0.1874,HIGH,0.24
Hefei12244.jpg,abscission,0.1757,HIGH,0.39
Hefei12244.jpg,abscission,0.163,HIGH,0.28
Hefei12244.jpg,abscission,0.1605,HIGH,0.08
Hefei12244.jpg,abscission,0.1546,HIGH,0.7
Hefei12244.jpg,abscission,0.1509,HIGH,0.36
Hefei12250.jpg,abscission,0.6504,LOW,0.84
Hefei12250.jpg,abscission,0.6303,LOW,0.45
Hefei12250.jpg,abscission,0.5704,LOW,0.58
Hefei12250.jpg,abscission,0.5498,LOW,0.26
Hefei12250.jpg,abscission,0.5416,LOW,0.69
Hefei12250.jpg,abscission,0.4884,LOW,0.57
Hefei12250.jpg,abscission,0.4384,HIGH,0.29
Hefei12250.jpg,abscission,0.3778,HIGH,0.67
Hefei12250.jpg,abscission,0.3736,HIGH,0.55
Hefei12250.jpg,abscission,0.3502,HIGH,0.64
Hefei12250.jpg,abscission,0.3361,HIGH,0.28
Hefei12250.jpg,abscission,0.335,HIGH,0.12
Hefei12250.jpg,abscission,0.3163,HIGH,1.34
Hefei12250.jpg,abscission,0.3094,HIGH,1.66
Hefei12250.jpg,abscission,0.3071,HIGH,2.54
Hefei12250.jpg,abscission,0.3054,HIGH,0.22
Hefei12250.jpg,abscission,0.3046,HIGH,0.14
Hefei12250.jpg,abscission,0.2956,HIGH,0.14
Hefei12250.jpg,abscission,0.2855,HIGH,0.22
Hefei12250.jpg,abscission,0.2522,HIGH,0.21
Hefei12250.jpg,abscission,0.2416,HIGH,1.6
Hefei12250.jpg,abscission,0.2385,HIGH,0.92
Hefei12250.jpg,abscission,0.2379,HIGH,0.71
Hefei12250.jpg,abscission,0.2374,HIGH,0.3
Hefei12250.jpg,abscission,0.2291,HIGH,0.07
Hefei12250.jpg,abscission,0.2218,HIGH,0.09
Hefei12250.jpg,abscission,0.2091,HIGH,0.24
Hefei12250.jpg,abscission,0.1929,HIGH,0.54
Hefei12250.jpg,abscission,0.182,HIGH,0.95
Hefei12250.jpg,abscission,0.1817,HIGH,0.77
Hefei12250.jpg,abscission,0.172,HIGH,0.08
Hefei12250.jpg,abscission,0.1665,HIGH,0.45
Hefei12250.jpg,abscission,0.162,HIGH,2.0
Hefei12250.jpg,abscission,0.1568,HIGH,1.52
Hefei12250.jpg,abscission,0.1561,HIGH,0.14
Hefei12250.jpg,abscission,0.1546,HIGH,0.66
Hefei12250.jpg,abscission,0.1533,HIGH,0.74
Hefei12250.jpg,abscission,0.153,HIGH,0.92
Hefei12250.jpg,abscission,0.1512,HIGH,0.21
Hefei12250.jpg,abscission,0.1509,HIGH,0.81
Hefei12251.jpg,abscission,0.655,LOW,0.85
Hefei12251.jpg,abscission,0.5364,LOW,0.26
Hefei12251.jpg,abscission,0.5265,LOW,0.59
Hefei12251.jpg,abscission,0.518,LOW,0.44
Hefei12251.jpg,abscission,0.5051,LOW,0.71
Hefei12251.jpg,abscission,0.4805,LOW,0.54
Hefei12251.jpg,abscission,0.4503,LOW,0.33
Hefei12251.jpg,abscission,0.3969,HIGH,0.68
Hefei12251.jpg,abscission,0.3863,HIGH,0.11
Hefei12251.jpg,abscission,0.3665,HIGH,0.58
Hefei12251.jpg,abscission,0.3086,HIGH,1.34
Hefei12251.jpg,abscission,0.3065,HIGH,0.23
Hefei12251.jpg,abscission,0.2992,HIGH,2.38
Hefei12251.jpg,abscission,0.2983,HIGH,0.09
Hefei12251.jpg,abscission,0.2969,HIGH,0.24
Hefei12251.jpg,abscission,0.2952,HIGH,0.12
Hefei12251.jpg,abscission,0.295,HIGH,0.25
Hefei12251.jpg,abscission,0.2811,HIGH,0.92
Hefei12251.jpg,abscission,0.2579,HIGH,0.66
Hefei12251.jpg,abscission,0.2578,HIGH,0.22
Hefei12251.jpg,abscission,0.2446,HIGH,0.63
Hefei12251.jpg,abscission,0.2412,HIGH,0.18
Hefei12251.jpg,abscission,0.2273,HIGH,1.63
Hefei12251.jpg,abscission,0.2094,HIGH,0.26
Hefei12251.jpg,abscission,0.2028,HIGH,0.1
Hefei12251.jpg,abscission,0.1742,HIGH,0.9
Hefei12251.jpg,abscission,0.1693,HIGH,2.65
Hefei12251.jpg,abscission,0.1677,HIGH,0.78
Hefei12251.jpg,abscission,0.1585,HIGH,0.27
Hefei12251.jpg,abscission,0.1572,HIGH,0.44
Hefei12251.jpg,abscission,0.1565,HIGH,0.4
Hefei12251.jpg,abscission,0.1516,HIGH,0.24
Hefei12251.jpg,abscission,0.1507,HIGH,0.18
Hefei12253.jpg,abscission,0.671,LOW,0.84
Hefei12253.jpg,abscission,0.5813,LOW,0.6
Hefei12253.jpg,abscission,0.5641,LOW,0.39
Hefei12253.jpg,abscission,0.5203,LOW,0.25
Hefei12253.jpg,abscission,0.4643,LOW,0.56
Hefei12253.jpg,abscission,0.4566,LOW,0.32
Hefei12253.jpg,abscission,0.4195,HIGH,0.12
Hefei12253.jpg,abscission,0.4126,HIGH,0.69
Hefei12253.jpg,abscission,0.4096,HIGH,2.63
Hefei12253.jpg,abscission,0.327,HIGH,0.62
Hefei12253.jpg,abscission,0.3257,HIGH,0.17
Hefei12253.jpg,abscission,0.3249,HIGH,0.13
Hefei12253.jpg,abscission,0.3009,HIGH,1.36
Hefei12253.jpg,abscission,0.2963,HIGH,0.55
